Gene,dropout,highly_variable,F_pval,Adj_F_pval
ANXA3,0.9167750325097529,1,5.965786715381992e-28,6.592653872505018e-23
IL4I1,0.9245773732119635,1,1.5852727429524607e-18,1.933074203038288e-13
NETO2,0.8797139141742523,1,2.010831784979804e-16,1.537469591724018e-11
CCR7,0.922626788036411,1,1.0833308698059157e-13,1.287705881241387e-08
AZIN1-AS1,0.9349804941482445,0,1.4587274600194473e-11,2.063367949979064e-06
CACYBP,0.2958387516254877,1,2.21155734168941e-09,2.888499320073308e-05
TP63,0.9388816644993498,1,7.975751508375681e-10,0.00012001797172920528
SELL,0.6859557867360208,1,1.2497094173066357e-08,0.0003659859671194724
ACTN1,0.811443433029909,1,1.4050185847159808e-08,0.0006853092486395642
CD52,0.013003901170351105,0,9.344328698887558e-08,0.0008707206760550904
IL12RB2,0.7301690507152145,1,6.133538346087007e-08,0.0020905738321894906
B2M,0.0,0,3.2347584668768826e-07,0.002975007361986669
IFITM1,0.08517555266579974,1,4.817127334382738e-07,0.004842800192257367
LEF1,0.7568270481144344,1,1.580443240275292e-07,0.005977365643713541
LTB,0.006501950585175552,1,7.319814869511674e-07,0.0067760915478949245
MPC2,0.48764629388816644,0,6.068713180010659e-07,0.010893637432648002
MALAT1,0.0,1,1.5099406967653461e-06,0.013886924588150888
PKM,0.1469440832249675,1,1.6904601186798489e-06,0.018225255116070736
FLOT1,0.7477243172951885,1,6.425689038305313e-07,0.023425588012160336
LINC01943,0.6749024707412223,1,9.408232038238688e-07,0.026615862093127537
FAM107B,0.28543563068920674,1,3.5754858526815666e-06,0.04601928783382968
IFITM2,0.04746423927178153,1,5.368617221197406e-06,0.051835505415151
GALM,0.8283485045513654,0,1.1319705435230643e-06,0.06065040716115962
HLA-DRA,0.8075422626788037,1,1.2945973176299748e-06,0.06186507072132957
HLA-DRB1,0.7984395318595578,1,1.3803676293296624e-06,0.06298477674748794
AASDHPPT,0.6118335500650195,0,2.709400659386643e-06,0.06419503248813205
SGMS1,0.8667100130039012,1,1.3799852318361835e-06,0.09521888675380277
PRDX1,0.06176853055916775,1,1.2882787473022038e-05,0.12628333225701463
PATJ,0.9265279583875162,0,1.202196797994986e-06,0.15048722899897254
PSTPIP2,0.9167750325097529,1,1.3802556564490683e-06,0.1525288823194756
S100A10,0.03315994798439532,0,1.6559989696805878e-05,0.1575257716351469
CYS1,0.9369310793237972,0,1.6833906023092617e-06,0.24547975775459877
GAPDH,0.0006501950585175553,1,4.772069124600999e-05,0.4391727453384085
TMEM173,0.476592977893368,1,2.6125239108089788e-05,0.45905731854730747
PAICS,0.7405721716514955,1,1.454281538648076e-05,0.5155586968480074
TIFA,0.8459037711313394,0,9.533470304562476e-06,0.5689907341327087
PRDX4,0.9427828348504551,0,3.9087263610700045e-06,0.6282827233541606
HSPD1,0.3140442132639792,1,5.3444880226312844e-05,0.7165659550453763
SYNE2,0.5377113133940182,1,0.025588192990841432,1.0
MTHFD1,0.6241872561768531,0,0.22584609817765125,1.0
ZBTB25,0.8498049414824448,0,0.1793884111119556,1.0
ZBTB1,0.6807542262678804,0,0.5514533926508156,1.0
DPH6,0.8569570871261378,0,0.23718424789987597,1.0
SGPP1,0.8647594278283485,0,3.422508238530653e-05,1.0
MAX,0.4343302990897269,0,0.8001133039383604,1.0
FUT8,0.1892067620286086,0,0.45832696432521347,1.0
FUT8-AS1,0.9375812743823146,0,0.6577860167821876,1.0
GPHN,0.6053315994798439,1,0.9500890599824133,1.0
CHURC1,0.26397919375812745,0,0.641498962298569,1.0
WDR89,0.9154746423927178,0,0.2852961335071667,1.0
SNAPC1,0.8589076723016905,0,0.9235155194686636,1.0
MPP5,0.9323797139141743,0,0.012209194079004126,1.0
HIF1A-AS3,0.9076723016905072,0,0.30571090216422253,1.0
HIF1A,0.4011703511053316,0,0.5783811410212756,1.0
AL359220.1,0.9271781534460338,0,0.652580581862505,1.0
PRKCH,0.27243172951885564,0,0.16599857641551088,1.0
SLC38A6,0.9388816644993498,0,0.8387810393712885,1.0
MNAT1,0.5533159947984395,0,0.39288457511397745,1.0
C15orf41,0.9278283485045513,0,0.858062753957232,1.0
PPM1A,0.8387516254876463,0,0.045505413340265734,1.0
DHRS7,0.3862158647594278,0,0.6869640032130508,1.0
PCNX4,0.7561768530559168,0,0.18040086226332158,1.0
JKAMP,0.783485045513654,0,0.48211318327344943,1.0
DAAM1,0.8790637191157347,0,0.6668115387993767,1.0
PPP2R5E,0.5981794538361509,0,0.5720757763441702,1.0
ATP6V1D,0.6261378413524057,0,0.8592563536662959,1.0
UBE3A,0.48049414824447334,0,0.6118417620684939,1.0
EIF2S1,0.5936280884265279,0,0.04116715082811699,1.0
GOLGA8A,0.8368010403120937,0,0.16147341860218714,1.0
COQ6,0.8901170351105332,0,0.9491210053468883,1.0
ZNF410,0.7405721716514955,0,0.19067818476718879,1.0
ELMSAN1,0.7964889466840052,0,0.013924028088581059,1.0
PNMA1,0.8992197659297789,0,0.5258385213754555,1.0
ACOT2,0.7971391417425228,0,0.2927519365268312,1.0
RIOX1,0.8998699609882965,0,0.7909304381570246,1.0
GOLGA8B,0.6449934980494149,0,0.2940403645490046,1.0
NUMB,0.7665799739921977,0,0.10836303951188417,1.0
PSEN1,0.7802340702210663,0,0.18353538418486234,1.0
RBM25,0.35370611183355005,0,0.770303094630546,1.0
ZFYVE1,0.9408322496749024,0,0.04400642786354583,1.0
DPF3,0.9083224967490247,0,0.3076274703745885,1.0
SIPA1L1,0.5916775032509753,0,0.901131426742904,1.0
FAM98B,0.8608582574772432,0,0.850343616727295,1.0
AQR,0.776332899869961,0,0.771894771462878,1.0
MED6,0.7444733420026007,0,0.9300721685304626,1.0
COX16,0.476592977893368,0,0.8496510595576503,1.0
SRSF5,0.13589076723016905,0,0.8084744329323514,1.0
SUSD6,0.823146944083225,0,0.4258799815519302,1.0
SLC39A9,0.8250975292587777,0,0.24735343093177967,1.0
ERH,0.09492847854356307,0,0.784708747722523,1.0
DCAF5,0.7080624187256177,0,0.9268961630516152,1.0
ZNF770,0.7977893368010404,0,0.41117213400880437,1.0
ZFP36L1,0.3413524057217165,1,0.6553242144224392,1.0
RAD51B,0.7139141742522757,1,0.08235903775659101,1.0
ZFYVE26,0.9258777633289987,0,0.7713946801551913,1.0
RDH11,0.8302990897269181,0,0.3634303467818162,1.0
VTI1B,0.5936280884265279,0,0.4915165760350717,1.0
PIGH,0.8315994798439532,0,0.31959122953717245,1.0
PCNX1,0.6443433029908973,0,0.3458284699613926,1.0
KIAA0586,0.8309492847854356,0,0.9279176653033113,1.0
ARID4A,0.6742522756827048,0,0.434270386580774,1.0
ALDH6A1,0.9460338101430429,0,0.440389502064912,1.0
CDKL1,0.8979193758127438,0,0.9219691988635565,1.0
DMAC2L,0.8452535760728218,0,0.4315319643524351,1.0
L2HGDH,0.9434330299089727,0,0.8686653087271197,1.0
SOS2,0.7867360208062418,0,0.2545976547837551,1.0
VCPKMT,0.88296488946684,0,0.24308623640106988,1.0
LINC01588,0.9447334200260078,0,0.44111912393956876,1.0
ARF6,0.1931079323797139,0,0.9114705585308431,1.0
AL627171.2,0.8543563068920677,0,0.05863414868788839,1.0
NEMF,0.49934980494148246,0,0.44752169932913055,1.0
KLHDC2,0.7594278283485045,0,0.962114680087024,1.0
POLE2,0.8478543563068921,0,0.8644690791934249,1.0
DNAAF2,0.7984395318595578,0,0.6364934451687588,1.0
MGAT2,0.7035110533159948,0,0.05346253292167288,1.0
RPL36AL,0.004551365409622887,0,0.9266209508538326,1.0
MAP4K5,0.793888166449935,0,0.9955568622737363,1.0
LRR1,0.6560468140442133,0,0.08056455916951351,1.0
MIS18BP1,0.4135240572171652,0,0.7528235032890639,1.0
FANCM,0.8894668400520156,0,0.4395066922395867,1.0
FKBP3,0.5331599479843954,0,0.011270912038786034,1.0
PRPF39,0.823146944083225,0,0.7927118739720593,1.0
TOGARAM1,0.8263979193758128,0,0.39508449212679886,1.0
KLHL28,0.8146944083224967,0,0.6356815609588491,1.0
FBXO33,0.7912873862158648,0,0.9378775978110716,1.0
MIA2,0.7269180754226268,0,0.4415394897459044,1.0
PNN,0.4024707412223667,0,0.13260784322351202,1.0
GEMIN2,0.9076723016905072,0,0.549857572608577,1.0
SEC23A,0.8381014304291288,0,0.7247219368271489,1.0
MBIP,0.8036410923276983,0,0.08779355907312805,1.0
RALGAPA1,0.7243172951885566,0,0.03847844945060284,1.0
LINC02694,0.9252275682704811,1,0.29922348853962333,1.0
RPS29,0.004551365409622887,0,0.15231220381284757,1.0
TIMM9,0.7951885565669701,0,0.29731496907597627,1.0
NIN,0.6001300390117035,0,0.5881796708313687,1.0
GNG2,0.3107932379713914,0,0.07487816037242181,1.0
PSMA3-AS1,0.881664499349805,0,0.18341265577180826,1.0
PSMA3,0.23732119635890767,0,0.2337698995963273,1.0
ACTR10,0.7269180754226268,0,0.3303607225961689,1.0
ARMH4,0.9479843953185956,0,0.9540165514077988,1.0
NAA30,0.8738621586475943,0,0.4111020119429243,1.0
AP5M1,0.8394018205461639,0,0.9885554107911668,1.0
EXOC5,0.7886866059817945,0,0.8721377651812511,1.0
TMEM260,0.8803641092327699,0,0.8612559803743798,1.0
KTN1,0.4466840052015605,0,0.3375213925674492,1.0
ATG14,0.8673602080624188,0,0.36646470273799403,1.0
FBXO34,0.7795838751625488,0,0.776558803818324,1.0
DLGAP5,0.7691807542262679,1,0.8288895998172321,1.0
LGALS3,0.8296488946684005,1,0.8407347503645484,1.0
MAPK1IP1L,0.5214564369310793,0,0.9628533321508392,1.0
TMX1,0.47074122236671,0,0.5967281385009506,1.0
SOCS4,0.8244473342002601,0,0.11736969889802198,1.0
GCH1,0.6059817945383615,0,0.32847007762544733,1.0
CGRRF1,0.9063719115734721,0,0.7591684980192275,1.0
GMFB,0.8263979193758128,0,0.350635520360149,1.0
RASGRP1,0.4850455136540962,0,0.663594433823093,1.0
CNIH1,0.5461638491547465,0,0.005564890853949335,1.0
CDKN3,0.6898569570871261,1,0.7266660653683827,1.0
DDHD1,0.5942782834850455,0,0.8264555574282915,1.0
GNPNAT1,0.918075422626788,0,0.7317730718426805,1.0
STYX,0.8439531859557867,0,0.16906343448704786,1.0
PSMC6,0.5747724317295189,0,0.07328752644596348,1.0
ERO1A,0.47334200260078024,0,0.06239764534080239,1.0
TXNDC16,0.9037711313394018,0,0.29569091712074824,1.0
PTGER2,0.5208062418725617,0,0.12286037338008578,1.0
RTRAF,0.18270481144343304,0,0.09698568682241918,1.0
WDHD1,0.7548764629388817,0,0.4736355993001946,1.0
LIN52,0.7899869960988296,0,0.6454430483723372,1.0
ABCD4,0.8862158647594278,0,0.24781509571309046,1.0
NPC2,0.5065019505851756,0,0.4913985793348844,1.0
CINP,0.8250975292587777,0,0.11424570443125491,1.0
WDR20,0.8049414824447334,0,0.5662918759241827,1.0
HSP90AA1,0.027308192457737322,1,0.001990378883048734,1.0
DYNC1H1,0.43302990897269183,0,0.1675629289348871,1.0
PPP2R5C,0.37581274382314694,0,0.9020239405056855,1.0
AC091057.6,0.8810143042912874,0,0.8724424652346146,1.0
ARHGAP11B,0.8699609882964889,1,0.662176515142189,1.0
WDR25,0.9343302990897269,0,0.010237502918137567,1.0
WARS,0.6820546163849155,1,0.09934384160927323,1.0
SLC25A29,0.9193758127438232,0,0.6241106701178992,1.0
YY1,0.47139141742522755,0,0.5148623830047008,1.0
EVL,0.03836150845253576,0,0.03476307248990335,1.0
CCDC85C,0.947334200260078,0,0.44768079317946985,1.0
CCNK,0.6671001300390117,0,0.6606134752592836,1.0
TECPR2,0.9466840052015605,0,0.32607783937733337,1.0
