Gene,adj_F_pval_well
HELQ,1.0
AC079160.1,1.0
WDFY3,1.0
ARHGAP24,1.0
MAPK10,1.0
AC104827.1,1.0
PTPN13,1.0
AC093827.4,1.0
KLHL8,1.0
HSD17B13,1.0
NUDT9,1.0
SPARCL1,1.0
AC131944.1,1.0
AC114781.2,1.0
SPP1,1.0
PPM1K-DT,1.0
PYURF,1.0
PIGY-DT,1.0
NAP1L5,1.0
FAM13A-AS1,1.0
TIGD2,1.0
SNCA,1.0
MMRN1,1.0
CCSER1,1.0
LNCPRESS2,1.0
GRID2,1.0
AC096746.1,1.0
SMARCAD1,1.0
AC109925.2,1.0
ABCG2,1.0
CDKL2,1.0
AC073840.1,1.0
LIN54,1.0
PPEF2,1.0
AC112719.2,1.0
ART3,1.0
CXCL10,1.0
AC110795.1,1.0
SCARB2,1.0
FAM47E,1.0
AC034139.1,1.0
STBD1,1.0
CCDC158,1.0
SHROOM3,1.0
AC092674.1,1.0
CXCL13,1.0
CNOT6L,1.0
COPS4,1.0
MRPL1,1.0
AC098818.2,1.0
PAQR3,1.0
LINC01088,1.0
NAA11,1.0
AC021127.1,1.0
CFAP299,1.0
PRKG2,1.0
RASGEF1B,1.0
AC124016.2,1.0
AC124016.1,1.0
TMEM150C,1.0
SCD5,1.0
THAP9-AS1,1.0
THAP9,1.0
FRAS1,1.0
CNGA1,1.0
NIPAL1,1.0
NFXL1,1.0
SH3TC1,1.0
AC104825.1,1.0
ACOX3,1.0
TRMT44,1.0
AC105345.1,1.0
AC108519.1,1.0
AC105916.1,1.0
SLC2A9,1.0
AC005674.2,1.0
ZNF518B,1.0
AC005599.1,1.0
CLNK,1.0
AC006230.1,1.0
AC005699.1,1.0
ABLIM2,1.0
AC007370.2,1.0
BOD1L1,1.0
LINC01182,1.0
CPEB2-DT,1.0
CPEB2,1.0
AC098829.1,1.0
C1QTNF7,1.0
AC099550.1,1.0
CC2D2A,1.0
FAM200B,1.0
BST1,1.0
TAPT1,1.0
AC108063.1,1.0
TAPT1-AS1,1.0
AC097515.1,1.0
AC007370.1,1.0
QDPR,1.0
AC112254.1,1.0
SORCS2,1.0
FAM193A,1.0
AL121750.1,1.0
NOP14-AS1,1.0
NOP14,1.0
GRK4,1.0
HTT,1.0
HTT-AS,1.0
MSANTD1,1.0
RGS12,1.0
DOK7,1.0
TMEM128,1.0
ZBTB49,1.0
NSG1,1.0
STX18-AS1,1.0
AFAP1,1.0
STK32B,1.0
EVC,1.0
CRMP1,1.0
C4orf50,1.0
AC113615.2,1.0
WFS1,1.0
PPP2R2C,1.0
MAN2B2,1.0
AC093323.1,1.0
BLOC1S4,1.0
KIAA0232,1.0
AC097382.3,1.0
AC097382.2,1.0
CCDC96,1.0
LINC02447,1.0
EVC2,1.0
AC006160.1,1.0
MED28,1.0
FAM184B,1.0
AC079921.2,1.0
WDR19,1.0
KLB,1.0
LIAS,1.0
AC021148.2,1.0
AC108471.2,1.0
AC095057.3,1.0
AC095057.4,1.0
AC095057.2,1.0
LINC02265,1.0
AC131953.1,1.0
UCHL1,1.0
DCAF4L1,1.0
SLC30A9,1.0
AC079921.1,1.0
BEND4,1.0
AC096734.1,1.0
KCTD8,1.0
YIPF7,1.0
GUF1,1.0
GNPDA2,1.0
AC096586.2,1.0
AC096586.1,1.0
GABRG1,1.0
COX7B2,1.0
AC107398.4,1.0
AC107398.2,1.0
CORIN,1.0
AC107068.2,1.0
AC107068.1,1.0
AC096734.2,1.0
KLHL5,1.0
FAM114A1,1.0
TLR6,1.0
DCAF16,1.0
AC024230.1,1.0
PACRGL,1.0
KCNIP4,1.0
AC096719.1,1.0
ADGRA3,1.0
AC093607.1,1.0
CCDC149,1.0
SEPSECS-AS1,1.0
PI4K2B,1.0
ZCCHC4,1.0
ANAPC4,1.0
AC092436.3,1.0
AC133961.1,1.0
LINC02357,1.0
STIM2-AS1,1.0
LINC02261,1.0
TLR10,1.0
KLF3-AS1,1.0
LINC01259,1.0
LINC01258,1.0
PTTG2,1.0
RELL1,1.0
AC108067.1,1.0
AC027607.1,1.0
C4orf19,1.0
AC104078.2,1.0
DTHD1,1.0
AC104078.1,1.0
LINC02484,1.0
AC116611.1,1.0
AC022463.1,1.0
BMPR1B,1.0
UNC5C,1.0
LINC02267,1.0
MARCH1,1.0
AC093788.1,1.0
APELA,1.0
TRIM61,1.0
FAM218A,1.0
TRIM60,1.0
TMEM192,1.0
GK3P,1.0
MSMO1,1.0
TLL1,1.0
AC097487.1,1.0
AC068989.1,1.0
AC021151.1,1.0
SH3RF1,1.0
TMA16,1.0
AC084724.1,1.0
MFAP3L,1.0
LINC02512,1.0
LINC02504,1.0
AC105285.1,1.0
GALNT7,1.0
AC097534.1,1.0
SCRG1,1.0
AC093849.4,1.0
AC093849.1,1.0
AC093849.2,1.0
LINC02269,1.0
AC106895.2,1.0
FBXO8,1.0
CEP44,1.0
AC084866.2,1.0
AC116616.1,1.0
NAF1,1.0
FSTL5,1.0
AC093835.1,1.0
TMEM184C,1.0
PRMT9,1.0
NR3C2,1.0
AC002460.2,1.0
IQCM,1.0
DCLK2,1.0
SH3D19,1.0
AC095055.1,1.0
GATB,1.0
FBXW7-AS1,1.0
MIR4453HG,1.0
TIGD4,1.0
ARFIP1,1.0
AC022272.1,1.0
FHDC1,1.0
AC106865.2,1.0
AC097467.3,1.0
MAP9,1.0
AC104083.1,1.0
CTSO,1.0
AC093817.2,1.0
AC084740.1,1.0
TMEM144,1.0
RXFP1,1.0
ETFDH,1.0
PPID,1.0
C4orf45,1.0
LINC02233,1.0
LINC02477,1.0
TRIM2,1.0
AC096751.2,1.0
AC022325.2,1.0
AC097537.1,1.0
AC106897.1,1.0
CYP4V2,1.0
KLKB1,1.0
F11-AS1,1.0
FAT1,1.0
AC110772.2,1.0
AC097652.1,1.0
LINC02515,1.0
LINC01060,1.0
AC093909.4,1.0
FRG1-DT,1.0
PLEKHG4B,1.0
CCDC127,1.0
AC021087.1,1.0
UFSP2,1.0
EXOC3-AS1,1.0
SLC9A3,1.0
SLC9A3-AS1,1.0
TPPP,1.0
AC026740.1,1.0
ZDHHC11B,1.0
ZDHHC11,1.0
BRD9,1.0
AC116351.1,1.0
AC116351.2,1.0
NKD2,1.0
TERT,1.0
AC026748.3,1.0
SLC6A3,1.0
LPCAT1,1.0
AC010442.1,1.0
ANKRD37,1.0
AC112722.1,1.0
LRP2BP,1.0
WDR17,1.0
AC019163.1,1.0
AC093801.1,1.0
VEGFC,1.0
AC097518.2,1.0
AC027627.1,1.0
AGA,1.0
AC078881.1,1.0
LINC01098,1.0
LINC01099,1.0
AC104803.1,1.0
LINC00290,1.0
TENM3,1.0
AC079766.1,1.0
DCTD,1.0
WWC2,1.0
AC107214.1,1.0
SNX25,1.0
AC084871.1,1.0
ACSL1,1.0
LINC02365,1.0
LINC02427,1.0
AC099343.4,1.0
REELD1,1.0
AC099343.3,1.0
IRF2,1.0
LINC02362,1.0
LINC02363,1.0
ENPP6,1.0
STOX2,1.0
ING2,1.0
AC099343.2,1.0
AC124852.1,1.0
AC104791.1,1.0
AC093864.1,1.0
INTS12,1.0
NPNT,1.0
AC109361.1,1.0
AC092445.1,1.0
DKK2,1.0
AC096564.1,1.0
CYP2U1,1.0
AC107071.1,1.0
COL25A1,1.0
SEC24B-AS1,1.0
SEC24B,1.0
AC004067.1,1.0
PLA2G12A,1.0
AC126283.1,1.0
ARHGEF38,1.0
RRH,1.0
AC109347.1,1.0
AP1AR,1.0
AC109347.2,1.0
NEUROG2,1.0
AC023886.1,1.0
MIR302CHG,1.0
AC106864.1,1.0
ANK2,1.0
ARSJ,1.0
AC093765.2,1.0
LINC01378,1.0
NDST3,1.0
METTL14-DT,1.0
METTL14,1.0
ENPEP,1.0
SYNPO2,1.0
PPA2,1.0
TET2,1.0
STPG2,1.0
AC019077.1,1.0
TSPAN5,1.0
AC108159.1,1.0
AC114811.2,1.0
AC019131.1,1.0
AC019131.2,1.0
AP002026.1,1.0
ADH4,1.0
TRMT10A,1.0
MTTP,1.0
AC097460.1,1.0
DDIT4L,1.0
EMCN,1.0
TET2-AS1,1.0
AP001816.1,1.0
AP002075.1,1.0
AC098487.1,1.0
AF213884.3,1.0
MANBA,1.0
AC018797.3,1.0
UBE2D3-AS1,1.0
SLC9B1,1.0
SLC9B2,1.0
LINC02428,1.0
AC105460.2,1.0
LINC02503,1.0
CXXC4-AS1,1.0
AC004053.1,1.0
AC096577.1,1.0
BANK1,1.0
USP53,1.0
AC093752.3,1.0
PDE5A,1.0
LINC00499,1.0
AC109927.1,1.0
NOCT,1.0
ELF2,1.0
MGARP,1.0
NAA15,1.0
AC097376.3,1.0
RAB33B,1.0
SETD7,1.0
AC112236.2,1.0
MAML3,1.0
SCOC-AS1,1.0
CLGN,1.0
ELMOD2,1.0
AC018680.1,1.0
UCP1,1.0
RNF150,1.0
IL15,1.0
AC104596.1,1.0
USP38,1.0
AC097658.2,1.0
GAB1,1.0
SMARCA5-AS1,1.0
AC107223.1,1.0
FREM3,1.0
GYPE,1.0
AC098588.3,1.0
ABCE1,1.0
OTUD4,1.0
MMAA,1.0
TBC1D9,1.0
AC107463.1,1.0
LINC01256,1.0
AC096711.2,1.0
LINC02502,1.0
AC073475.1,1.0
TNIP3,1.0
QRFPR,1.0
BBS7,1.0
TRPC3,1.0
KIAA1109,1.0
ADAD1,1.0
IL2,1.0
IL21,1.0
IL21-AS1,1.0
AC053545.1,1.0
BBS12,1.0
AC021205.3,1.0
NUDT6,1.0
LINC01091,1.0
AC121154.1,1.0
SNHG27,1.0
LINC02377,1.0
LINC02479,1.0
LINC02465,1.0
C4orf33,1.0
JADE1,1.0
C4orf51,1.0
LINC02615,1.0
MFSD8,1.0
AC093591.2,1.0
HSPA4L,1.0
INTU,1.0
AC096773.1,1.0
ANKRD50,1.0
PGRMC2,1.0
AC011377.1,1.0
GTF3C3,1.0
AC114760.2,1.0
AL365361.1,1.0
AL360270.2,1.0
AL360270.1,1.0
LRIF1,1.0
AL360270.3,1.0
CEPT1,1.0
AL355816.2,1.0
CHI3L2,1.0
PIFO,1.0
OVGP1,1.0
AL390195.2,1.0
AL390195.1,1.0
TMIGD3,1.0
LINC01160,1.0
KCNA2,1.0
INKA2,1.0
AL049557.1,1.0
DDX20,1.0
KCND3,1.0
CTTNBP2NL,1.0
WNT2B,1.0
ST7L,1.0
MOV10,1.0
AL603832.1,1.0
SLC16A1-AS1,1.0
AL390242.1,1.0
LRIG2-DT,1.0
LRIG2,1.0
RSBN1,1.0
AL137856.1,1.0
INKA2-AS1,1.0
AP4B1-AS1,1.0
AL355488.1,1.0
LAMTOR5-AS1,1.0
STXBP3,1.0
AKNAD1,1.0
GPSM2,1.0
CLCC1,1.0
WDR47,1.0
TAF13,1.0
AL356488.3,1.0
AL356488.2,1.0
C1orf194,1.0
CELSR2,1.0
SORT1,1.0
SYPL2,1.0
ATXN7L2,1.0
CYB561D1,1.0
SLC16A4,1.0
AMIGO1,1.0
GNAT2,1.0
AMPD2,1.0
AL355310.2,1.0
GSTM1,1.0
AC000032.1,1.0
GSTM5,1.0
LINC01768,1.0
AL450468.2,1.0
STRIP1,1.0
AL160006.1,1.0
LINC02586,1.0
KCNC4,1.0
RBM15-AS1,1.0
RBM15,1.0
GPR61,1.0
FNDC7,1.0
AP4B1,1.0
OLFML3,1.0
SRGAP2-AS1,1.0
LINC02798,1.0
AL592494.1,1.0
AL592494.2,1.0
LINC01691,1.0
AC239800.2,1.0
LINC02591,1.0
HIST2H3PS2,1.0
FAM72C,1.0
AC246785.3,1.0
NBPF15,1.0
LINC01632,1.0
FP700111.1,1.0
AC245014.1,1.0
NBPF26,1.0
NBPF20,1.0
PDZK1,1.0
CD160,1.0
POLR3C,1.0
NUDT17,1.0
PIAS3,1.0
ITGA10,1.0
PEX11B,1.0
LIX1L-AS1,1.0
LIX1L,1.0
ANKRD34A,1.0
AC243547.2,1.0
AC239799.2,1.0
LINC01719,1.0
NBPF10,1.0
GPR89A,1.0
HIPK1-AS1,1.0
AC253572.1,1.0
REG4,1.0
SYT6,1.0
AL121999.1,1.0
TRIM33,1.0
DENND2C,1.0
AMPD1,1.0
CSDE1,1.0
LINC01765,1.0
NGF-AS1,1.0
SLC22A15,1.0
ATP1A1-AS1,1.0
LINC01762,1.0
AL390066.1,1.0
AL390066.2,1.0
IGSF3,1.0
AC245008.1,1.0
CD101,1.0
TRIM45,1.0
AL358072.1,1.0
AL157902.1,1.0
GDAP2,1.0
WDR3,1.0
SPAG17,1.0
TBX15,1.0
WARS2,1.0
WARS2-IT1,1.0
WARS2-AS1,1.0
AL359915.1,1.0
LINC00622,1.0
ZNF697,1.0
HMGCS2,1.0
AL445231.1,1.0
AL160171.1,1.0
AL359258.2,1.0
PRMT6,1.0
CRYZ,1.0
TYW3,1.0
RABGGTB,1.0
MSH4,1.0
ST6GALNAC3,1.0
ST6GALNAC5,1.0
AL035409.1,1.0
AC093433.2,1.0
AK5,1.0
AC093575.1,1.0
AC118549.1,1.0
USP33,1.0
MIGA1,1.0
NEXN-AS1,1.0
AC135803.1,1.0
NEXN,1.0
AC099671.1,1.0
ADGRL2,1.0
LINC01362,1.0
LINC01725,1.0
TTLL7,1.0
AL359504.2,1.0
SAMD13,1.0
RPF1,1.0
SPATA1,1.0
AL359762.1,1.0
LINC01555,1.0
SSX2IP,1.0
LPAR3,1.0
WDR63,1.0
ADGRL4,1.0
SYDE2,1.0
AC093158.1,1.0
FPGT,1.0
LINC00466,1.0
ALG6,1.0
BX004807.1,1.0
EFCAB7,1.0
DLEU2L,1.0
ROR1,1.0
CACHD1,1.0
RAVER2,1.0
LINC01359,1.0
DNAJC6,1.0
AL139294.1,1.0
LEPR,1.0
WDR78,1.0
SLC35D1,1.0
TNNI3K,1.0
C1orf141,1.0
GNG12,1.0
DEPDC1-AS1,1.0
AL033530.1,1.0
LINC01707,1.0
LRRC7,1.0
ANKRD13C,1.0
HHLA3,1.0
CTH,1.0
PTGER3,1.0
ZRANB2-AS1,1.0
ZRANB2-AS2,1.0
NEGR1,1.0
LINC02797,1.0
LRRIQ3,1.0
IL23R,1.0
AL078459.1,1.0
ZNHIT6,1.0
COL24A1,1.0
AC105942.1,1.0
AC092802.1,1.0
RWDD3,1.0
AC092802.2,1.0
PTBP2,1.0
DPYD-AS1,1.0
DPYD-IT1,1.0
AL445433.2,1.0
LINC01708,1.0
FRRS1,1.0
AGL,1.0
AC118553.1,1.0
SLC35A3,1.0
AC093019.2,1.0
CNN3,1.0
TRMT13,1.0
DBT,1.0
AL445928.2,1.0
AL589990.1,1.0
VCAM1,1.0
EXTL2,1.0
AC104506.1,1.0
AC093157.2,1.0
AL109741.1,1.0
LINC01709,1.0
AC114485.1,1.0
COL11A1,1.0
AC095032.1,1.0
RNPC3,1.0
AMY2B,1.0
LRRC39,1.0
F3,1.0
AC118469.2,1.0
AL049796.1,1.0
LINC02795,1.0
CLCA4-AS1,1.0
AL049597.2,1.0
AL355981.1,1.0
HS2ST1,1.0
AL121989.1,1.0
LINC01364,1.0
PKN2-AS1,1.0
KYAT3,1.0
RBMXL1,1.0
GBP3,1.0
AC104459.1,1.0
GBP7,1.0
AC099063.4,1.0
AC099063.1,1.0
GBP6,1.0
AL596214.1,1.0
FNBP1L,1.0
AC093577.1,1.0
GLMN,1.0
C1orf146,1.0
BRDT,1.0
HFM1,1.0
AC239799.1,1.0
LINC02609,1.0
AL391497.1,1.0
AC099568.2,1.0
AC099568.1,1.0
LRRC8C,1.0
AC093423.2,1.0
LRRC8C-DT,1.0
ZNF326,1.0
ATG4C,1.0
PPIAL4H,1.0
PRKAB2,1.0
OR6N1,1.0
AL513323.1,1.0
SLAMF8,1.0
AL590560.2,1.0
VSIG8,1.0
AL590560.3,1.0
CFAP45,1.0
SLAMF9,1.0
KCNJ10,1.0
PIGM,1.0
KCNJ9,1.0
IGSF8,1.0
ATP1A4,1.0
CASQ1,1.0
SPTA1,1.0
AL121987.2,1.0
PEX19,1.0
NHLH1,1.0
AL138930.1,1.0
AL121985.1,1.0
CD244,1.0
F11R,1.0
TSTD1,1.0
KLHDC9,1.0
AL590714.1,1.0
USP21,1.0
PPOX,1.0
ADAMTS4,1.0
TOMM40L,1.0
NR1I3,1.0
AL139011.1,1.0
PCP4L1,1.0
CD1C,1.0
FCRL2,1.0
AL353807.5,1.0
YY1AP1,1.0
SYT11,1.0
RIT1,1.0
KHDC4,1.0
RXFP4,1.0
ARHGEF2,1.0
AL355388.2,1.0
AL355388.3,1.0
RAB25,1.0
MEX3A,1.0
SEMA4A,1.0
BGLAP,1.0
PAQR6,1.0
CD1A,1.0
SMG5,1.0
VHLL,1.0
TSACC,1.0
C1orf61,1.0
MEF2D,1.0
TTC24,1.0
AL365181.2,1.0
BCAN,1.0
AL365181.3,1.0
CRABP2,1.0
AL590666.1,1.0
AL590666.5,1.0
NTRK1,1.0
ARHGEF11,1.0
FCRL3,1.0
TMEM79,1.0
MSTO1,1.0
MPZ,1.0
AL592295.4,1.0
GPR161,1.0
TBX19,1.0
AL023755.1,1.0
LINC00970,1.0
Z99758.1,1.0
CCDC181,1.0
SLC19A2,1.0
Z99572.1,1.0
F5,1.0
SELP,1.0
SELE,1.0
METTL18,1.0
SCYL3,1.0
KIFAP3,1.0
ADCY10,1.0
AL356475.1,1.0
GORAB-AS1,1.0
FMO3,1.0
FMO4,1.0
MYOCOS,1.0
VAMP4,1.0
DNM3,1.0
AL137157.1,1.0
C1orf105,1.0
AL031599.1,1.0
AL645568.1,1.0
SLC9C2,1.0
KLHL20,1.0
GAS5-AS1,1.0
ZBTB37,1.0
LINC01681,1.0
CFAP126,1.0
MPZL1,1.0
AL359962.2,1.0
AL592295.5,1.0
AL592295.3,1.0
AL831711.1,1.0
FCGR3A,1.0
FCGR2B,1.0
FCRLA,1.0
FCRLB,1.0
AL359541.1,1.0
OLFML2B,1.0
NOS1AP,1.0
AL596325.1,1.0
DDR2,1.0
HSD17B7,1.0
RGS5,1.0
AL031733.2,1.0
AL499616.1,1.0
PBX1,1.0
TMCO1-AS1,1.0
AL358115.1,1.0
FAM78B,1.0
AL626787.1,1.0
AL596087.2,1.0
AL583804.1,1.0
LINC01675,1.0
TADA1,1.0
GPA33,1.0
DUSP27,1.0
AL451050.2,1.0
AL136984.1,1.0
AL359962.3,1.0
AL592435.1,1.0
AL353807.2,1.0
ASH1L-AS1,1.0
RUSC1-AS1,1.0
AC242988.2,1.0
AC242988.1,1.0
CA14,1.0
C1orf54,1.0
CIART,1.0
TARS2,1.0
ECM1,1.0
FALEC,1.0
AL356356.1,1.0
ADAMTSL4,1.0
HORMAD1,1.0
CTSK,1.0
CTXND2,1.0
SETDB1,1.0
VPS45,1.0
AL590133.2,1.0
ANXA9,1.0
PRUNE1,1.0
BNIPL,1.0
C1orf56,1.0
MLLT11,1.0
SEMA6C,1.0
LYSMD1,1.0
TMOD4,1.0
PIP5K1A,1.0
ZNF687-AS1,1.0
ZNF687,1.0
PI4KB,1.0
AL391069.1,1.0
AL391069.2,1.0
AL590133.1,1.0
POGZ,1.0
AC244033.2,1.0
SV2A,1.0
AC242426.2,1.0
FMO5,1.0
LINC00624,1.0
BCL9,1.0
GPR89B,1.0
AC239803.1,1.0
LINC02804,1.0
NBPF11,1.0
AC245100.1,1.0
AC245100.6,1.0
PPIAL4G,1.0
NBPF14,1.0
NOTCH2NLB,1.0
NUDT4B,1.0
OTUD7B,1.0
AC239802.2,1.0
AC245297.2,1.0
NOTCH2NLC,1.0
NBPF19,1.0
AC242842.1,1.0
HIST2H3D,1.0
HIST2H4A,1.0
HIST2H3C,1.0
HIST2H2AA3,1.0
HIST2H2AA4,1.0
HIST2H3A,1.0
HIST2H4B,1.0
AC239868.1,1.0
HIST2H2BE,1.0
BOLA1,1.0
AC239804.1,1.0
CGN,1.0
TUFT1,1.0
SNX27,1.0
NUP210L,1.0
C1orf189,1.0
UBAP2L,1.0
AQP10,1.0
IL6R-AS1,1.0
IL6R,1.0
UBE2Q1,1.0
UBE2Q1-AS1,1.0
CHRNB2,1.0
KCNN3,1.0
AL451085.1,1.0
PYGO2,1.0
AL451085.2,1.0
SHC1,1.0
AL358472.2,1.0
FLAD1,1.0
DCST2,1.0
DCST1-AS1,1.0
ADAM15,1.0
EFNA4,1.0
EFNA3,1.0
EFNA1,1.0
TRIM46,1.0
MUC1,1.0
AC234582.1,1.0
THBS3,1.0
AC234582.2,1.0
CLK2,1.0
HCN3,1.0
PKLR,1.0
ZBTB7B,1.0
CREB3L4,1.0
AL358472.3,1.0
AL358472.4,1.0
AL391335.1,1.0
RIIAD1,1.0
AL589765.7,1.0
OAZ3,1.0
AL589765.4,1.0
TDRKH,1.0
TDRKH-AS1,1.0
RORC,1.0
C2CD4D,1.0
C2CD4D-AS1,1.0
THEM5,1.0
AL450992.2,1.0
AL450992.3,1.0
AL450992.1,1.0
TCHH,1.0
FLG-AS1,1.0
HRNR,1.0
CRTC2,1.0
DENND4B,1.0
AL358472.5,1.0
GATAD2B,1.0
AL513523.4,1.0
INTS3,1.0
NBPF12,1.0
AL162258.2,1.0
S100A13,1.0
S100A2,1.0
S100A5,1.0
BX470102.1,1.0
PGLYRP4,1.0
LINC01527,1.0
S100A1,1.0
AC103923.1,1.0
DOCK7,1.0
AC099791.2,1.0
ARHGEF19,1.0
AL109627.1,1.0
CPLANE2,1.0
FBXO42,1.0
SPATA21,1.0
LINC01772,1.0
AL137802.2,1.0
NBPF1,1.0
AL021920.3,1.0
BX284668.5,1.0
BX284668.6,1.0
MFAP2,1.0
AL049569.1,1.0
ATP13A2,1.0
FAM131C,1.0
PADI2,1.0
ALDH4A1,1.0
AL137127.1,1.0
EMC1-AS1,1.0
EMC1,1.0
AKR7A3,1.0
SLC66A1,1.0
AL031727.2,1.0
HTR6,1.0
OTUD3,1.0
PLA2G2C,1.0
UBXN10-AS1,1.0
UBXN10,1.0
AL020998.1,1.0
MUL1,1.0
PADI4,1.0
PINK1,1.0
CLCNKA,1.0
AL450998.2,1.0
CLCN6,1.0
NPPA,1.0
PLOD1,1.0
AL096840.2,1.0
MFN2,1.0
TNFRSF8,1.0
VPS13D,1.0
AC254633.1,1.0
HNRNPCL4,1.0
PRDM2,1.0
KAZN,1.0
AL357873.1,1.0
KAZN-AS1,1.0
TMEM51,1.0
ZBTB17,1.0
FHAD1,1.0
CTRC,1.0
CELA2A,1.0
CELA2B,1.0
CASP9,1.0
DNAJC16,1.0
AL121992.3,1.0
AL121992.1,1.0
DDI2,1.0
PLEKHM2,1.0
AL450998.3,1.0
SLC25A34,1.0
SLC25A34-AS1,1.0
TMEM82,1.0
UQCRHL,1.0
AL031283.1,1.0
MTHFR,1.0
PINK1-AS,1.0
AL663074.1,1.0
AL031432.5,1.0
AL031432.3,1.0
RHD,1.0
RHCE,1.0
AL606491.1,1.0
AL031280.1,1.0
SELENON,1.0
AL020996.1,1.0
AL033528.2,1.0
PAQR7,1.0
PAFAH2,1.0
TRIM63,1.0
PDIK1L,1.0
AL391650.1,1.0
AL031432.4,1.0
CNKSR1,1.0
UBXN11,1.0
CRYBG2,1.0
DHDDS,1.0
AL513365.2,1.0
AL512408.1,1.0
ARID1A,1.0
PIGV,1.0
ZDHHC18,1.0
SFN,1.0
GPN2,1.0
GPATCH3,1.0
TRNP1,1.0
SLC9A1,1.0
AL590640.1,1.0
CATSPER4,1.0
KIF17,1.0
AL050344.1,1.0
NCMAP-DT,1.0
AL031005.2,1.0
AL031005.1,1.0
AL031728.1,1.0
NBPF3,1.0
RAP1GAP,1.0
LDLRAD2,1.0
HSPG2,1.0
LINC01635,1.0
LINC00339,1.0
CDC42-IT1,1.0
WNT4,1.0
ZBTB40,1.0
EPHA8,1.0
AL031428.1,1.0
AL445471.1,1.0
LINC01355,1.0
ZNF436,1.0
ZNF436-AS1,1.0
TCEA3,1.0
AL450043.1,1.0
MDS2,1.0
ELOA-AS1,1.0
GALE,1.0
HMGCL,1.0
FUCA1,1.0
CNR2,1.0
IFNLR1,1.0
GRHL3,1.0
STPG1,1.0
RCAN3AS,1.0
AL109936.6,1.0
C1orf167,1.0
DRAXIN,1.0
ANGPTL7,1.0
TMEM240,1.0
AL645728.1,1.0
FNDC10,1.0
AL691432.4,1.0
AL691432.2,1.0
MMP23B,1.0
FO704657.1,1.0
SLC35E2B,1.0
CDK11A,1.0
SLC35E2A,1.0
AL109917.1,1.0
TMEM52,1.0
PRKCZ,1.0
AL590822.2,1.0
ATAD3B,1.0
PRKCZ-AS1,1.0
AL590822.1,1.0
SKI,1.0
AL590822.3,1.0
MORN1,1.0
PEX10,1.0
PLCH2,1.0
AL139246.4,1.0
PANK4,1.0
HES5,1.0
AL139246.5,1.0
AL139246.3,1.0
PRXL2B,1.0
MMEL1,1.0
TTC34,1.0
FAAP20,1.0
PRDM16,1.0
VWA1,1.0
ANKRD65,1.0
AL627309.5,1.0
AP006222.2,1.0
LINC01409,1.0
FAM87B,1.0
LINC01128,1.0
LINC00115,1.0
SAMD11,1.0
NOC2L,1.0
KLHL17,1.0
PLEKHN1,1.0
HES4,1.0
AL645608.1,1.0
AGRN,1.0
AL645608.8,1.0
LINC01770,1.0
C1orf159,1.0
LINC01342,1.0
TTLL10-AS1,1.0
TTLL10,1.0
C1QTNF12,1.0
LINC01786,1.0
SCNN1D,1.0
ACAP3,1.0
PUSL1,1.0
CPTP,1.0
TAS1R3,1.0
DVL1,1.0
CCNL2,1.0
MRPL20-AS1,1.0
AL391244.2,1.0
AL390719.3,1.0
ARHGEF16,1.0
MEGF6,1.0
AL513320.1,1.0
GPR157,1.0
MIR34AHG,1.0
LNCTAM34A,1.0
H6PD,1.0
SPSB1,1.0
LINC02606,1.0
SLC25A33,1.0
PIK3CD-AS1,1.0
PIK3CD-AS2,1.0
AL357140.4,1.0
LZIC,1.0
AL357140.2,1.0
NMNAT1,1.0
RBP7,1.0
SLC2A5,1.0
UBE4B,1.0
AL139424.2,1.0
AL139424.1,1.0
CORT,1.0
DFFA,1.0
PEX14,1.0
AL139423.2,1.0
CASZ1,1.0
AL139423.1,1.0
MASP2,1.0
AL109811.2,1.0
AL109811.1,1.0
EXOSC10-AS1,1.0
MTOR,1.0
MTOR-AS1,1.0
AL139424.3,1.0
SLC2A7,1.0
CA6,1.0
ENO1-AS1,1.0
TPRG1L,1.0
CCDC27,1.0
LRRC47,1.0
AL365330.1,1.0
CEP104,1.0
DFFB,1.0
LINC01134,1.0
LINC01777,1.0
NPHP4,1.0
CHD5,1.0
AL031847.1,1.0
LINC00337,1.0
GPR153,1.0
AL031848.2,1.0
ESPN,1.0
PLEKHG5,1.0
TAS1R1,1.0
RERE-AS1,1.0
SLC45A1,1.0
ERRFI1,1.0
AL034417.4,1.0
TNFRSF9,1.0
UTS2,1.0
WDTC1,1.0
Z98884.2,1.0
CAMTA1-DT,1.0
DNAJC11,1.0
THAP3,1.0
PHF13,1.0
KLHL21,1.0
ZBTB48,1.0
VAMP3,1.0
TMEM222,1.0
FO393419.2,1.0
BX293535.1,1.0
BTBD19,1.0
EIF2B3,1.0
HECTD3,1.0
ZSWIM5,1.0
LINC01144,1.0
HPDL,1.0
MUTYH,1.0
TESK2,1.0
MMACHC,1.0
CCDC17,1.0
GPBP1L1,1.0
TMEM69,1.0
IPP,1.0
AL604028.1,1.0
TCTEX1D4,1.0
PIK3R3,1.0
TSPAN1,1.0
POMGNT1,1.0
LURAP1,1.0
NSUN4,1.0
FAAH,1.0
TMEM275,1.0
MKNK1-AS1,1.0
TEX38,1.0
EFCAB14-AS1,1.0
CYP4Z1,1.0
CYP4A22-AS1,1.0
LINC00853,1.0
CMPK1,1.0
LINC01389,1.0
AL358075.1,1.0
FOXD2-AS1,1.0
PLK3,1.0
