Gene,dropout,highly_variable,F_pval,Adj_F_pval
SATB1,0.6060415355569541,0,4.3103371694364066e-16,9.699281131343195e-12
RUNX1,0.4040276903713027,1,8.150909211583397e-16,1.2124356953044494e-11
LYST,0.578980490874764,1,8.875730857826556e-16,1.8688766755278165e-11
CCDC50,0.6595342983008181,1,7.716792343300936e-16,2.0092879776714136e-11
C1orf21,0.9439899307740718,1,2.1632350799492647e-16,3.423862753390915e-11
IKZF2,0.946507237256136,1,2.937178009904742e-16,4.86758987986506e-11
RPL28,0.0012586532410320957,0,6.509704270393041e-15,5.778125492081129e-11
TIMP1,0.24417872876022656,1,5.746721401754549e-15,6.74030847835091e-11
JUN,0.3392070484581498,1,5.084232647369772e-15,6.820853992731864e-11
IER2,0.16614222781623664,1,7.869651344856659e-15,8.366469858456842e-11
PTMA,0.0018879798615481435,1,1.1510382621103954e-14,1.022325549410098e-10
NCF4,0.4461925739458779,0,7.241705371592137e-15,1.1592065237653643e-10
LY6E,0.022026431718061675,0,1.3661268105382635e-14,1.2383478008201474e-10
GAB3,0.7948395217117684,0,2.9267240918987854e-15,1.2646397245297813e-10
RNF125,0.33102580239144114,0,1.2546239087611876e-14,1.6625814554473978e-10
CYTOR,0.14663310258023915,0,2.85285485785297e-14,2.963620734684587e-10
RPS21,0.004405286343612335,0,3.795097904270149e-14,3.3792408155520154e-10
TKT,0.30711139081183136,1,3.472093066928133e-14,4.442287639045154e-10
TNFRSF4,0.6733794839521712,1,2.479403369672916e-14,6.729494870105391e-10
RCBTB2,0.8860918816865954,1,8.822736716710952e-15,6.866372840823098e-10
TPM4,0.2561359345500315,1,6.508465909168228e-14,7.756464247251236e-10
MT-CO3,0.0006293266205160479,1,1.2282322423952538e-13,1.0895135427592637e-09
RPS23,0.0012586532410320957,0,1.310111905710013e-13,1.1628778644048842e-09
ID2,0.25361862806796726,1,1.2485614773304833e-13,1.4829546814497214e-09
CCR3,0.8539962240402769,1,2.5552086250246592e-14,1.551461550356917e-09
CD6,0.5739458779106357,0,8.680876927581035e-14,1.8062487832675975e-09
IL2RA,0.6513530522341096,1,8.03497597176801e-14,2.043042752737735e-09
KRT1,0.6922592825676526,1,8.885300521460571e-14,2.55956344613592e-09
RPLP2,0.0006293266205160479,0,3.4335916100564863e-13,3.045795762669178e-09
S100A11,0.013215859030837005,0,4.606324243003461e-13,4.138196259834478e-09
EMP3,0.032724984266834484,0,4.637947630990203e-13,4.250642793411128e-09
MT1F,0.8527375707992448,0,1.1027582762672978e-13,6.6384563748996364e-09
JAK2,0.5663939584644431,0,3.4998380144744693e-13,7.155357865504267e-09
IL4R,0.28382630585273755,1,6.8685593065314e-13,8.502096453696393e-09
RPS15A,0.0,0,1.1823455775242537e-12,1.0481493544752509e-08
LINC01871,0.32976714915040906,1,8.50768300676232e-13,1.125289662530632e-08
HMGB1,0.015103838892385148,1,1.3194876730213514e-12,1.1876641095016084e-08
LTB,0.05349276274386407,1,1.2991691314270961e-12,1.2168036224940705e-08
GAS5,0.24354940213971052,0,1.0703221724285785e-12,1.2543325480101983e-08
CYSLTR1,0.8628067967275016,1,2.0669226983150967e-13,1.3355814488979422e-08
ABTB2,0.9043423536815607,0,1.4912801827000539e-13,1.3820326266053656e-08
GPR15,0.6230333543108874,0,7.194198054130395e-13,1.6918357759021202e-08
TNFRSF11A,0.8596601636249214,1,5.21226731453213e-13,3.292489925656823e-08
MYO1E,0.6255506607929515,1,1.4054538063050669e-12,3.327378816925921e-08
PIM1,0.6626809314033983,1,1.5553797335303647e-12,4.087655463746171e-08
LRRC32,0.8709880427942102,1,6.21715032579733e-13,4.2720875515653256e-08
HOMER2,0.7155443675267463,1,1.600650903397026e-12,4.988394898437755e-08
FOXP1,0.4858401510383889,0,3.247417396111062e-12,5.5991060512922324e-08
FILIP1L,0.645689112649465,1,3.5430704661628333e-12,8.864903903294095e-08
NRIP3,0.935179358086847,0,6.656353991489797e-13,9.103362199593313e-08
GIMAP7,0.06356198867212083,0,1.453875735411423e-11,1.3763440012592055e-07
SASH1,0.802391441157961,0,3.701210806464117e-12,1.660415621245054e-07
MYL6,0.0025173064820641915,0,2.1345788205259012e-11,1.897079655309514e-07
IL32,0.0,0,2.2863997200812847e-11,2.026893351852059e-07
MAL,0.3410950283196979,1,1.8420099862440613e-11,2.478266097524085e-07
IDH2,0.25739458779106356,1,2.493399971580518e-11,2.976545872768592e-07
KLF2,0.2290748898678414,1,3.030480984464058e-11,3.4848020351378107e-07
CD74,0.09188168659534299,1,3.6249826177355964e-11,3.538687683298213e-07
RACK1,0.0018879798615481435,0,5.2020913604169283e-11,4.620377170059436e-07
RAB34,0.7249842668344871,0,1.486145488767044e-11,4.790518566438132e-07
TXNIP,0.2328508495909377,0,4.608666724950282e-11,5.325669785973033e-07
SPOCK2,0.3184392699811202,0,5.0876231200743195e-11,6.61742629423639e-07
AC007384.1,0.8999370673379484,0,8.070930622745995e-12,7.150380072537872e-07
GZMB,0.8835745752045312,1,1.252781455208569e-11,9.53907414976956e-07
CD9,0.8741346758967904,1,1.472000523147136e-11,1.036765664465214e-06
CXCR4,0.5374449339207048,1,5.4713318008759145e-11,1.0485963720144427e-06
ITGAX,0.8414096916299559,0,2.420904987505988e-11,1.3532556267035034e-06
GZMM,0.44430459408432976,0,9.620133443853019e-11,1.5346983630219015e-06
RPL13,0.0012586532410320957,0,1.7602347452327979e-10,1.5624146398992207e-06
SYNGR2,0.4487098804279421,0,9.796149841250227e-11,1.5752661848918233e-06
RPS5,0.005034612964128383,0,2.7700084459741256e-10,2.4680381039903752e-06
RPL29,0.0006293266205160479,0,2.978170776470535e-10,2.641810955301672e-06
HLA-DMA,0.8659534298300818,1,4.2276523421619494e-11,2.795904286529539e-06
RPL12,0.005034612964128383,0,3.203633198782566e-10,2.8543915876124377e-06
SNED1,0.5015733165512901,1,2.150194974563983e-10,3.8243294515493595e-06
IMMT,0.4329767149150409,0,2.814052352880028e-10,4.3995678421819344e-06
AIF1,0.9011957205789805,1,6.05304715237917e-11,5.430965472374641e-06
NDFIP2,0.6771554436752675,1,2.3919827797042277e-10,6.5681539077118734e-06
CXCR6,0.7161736941472624,1,2.1564084075571493e-10,6.735302591336512e-06
CD5,0.434235368156073,0,6.119155675139013e-10,9.58814178314912e-06
TNFSF11,0.906859660163625,1,1.0749286574883754e-10,1.0231058384986584e-05
LINC01138,0.7212083071113908,0,3.3045418357908896e-10,1.050776049700696e-05
RPL35,0.010069225928256766,0,1.543980229900224e-09,1.3826607977613515e-05
GADD45G,0.8432976714915041,1,3.2254557202941417e-10,1.8247121936581383e-05
EIF1,0.005663939584644431,0,2.142189161553001e-09,1.9098680690746155e-05
NPDC1,0.815607300188798,0,4.1067204459338417e-10,1.9743773365474532e-05
AGAP9,0.8584015103838892,0,3.345049466911032e-10,2.094221739551122e-05
RHOC,0.5242290748898678,0,1.1852186774695624e-09,2.208408084906723e-05
RPS15,0.0006293266205160479,0,2.592523528318677e-09,2.2997193824816196e-05
LGALS3BP,0.815607300188798,0,5.140726467398758e-10,2.4714937294237407e-05
ARHGDIB,0.005663939584644431,0,2.797524467272529e-09,2.4941320535042702e-05
RPS14,0.0006293266205160479,0,2.910369088241016e-09,2.5816669084364456e-05
RGS10,0.31277533039647576,0,2.155974687000346e-09,2.7811451546529367e-05
IL12RB2,0.7860289490245438,1,1.0053549031450697e-09,4.165269636126318e-05
PPFIBP1,0.8785399622404028,1,6.491003843658447e-10,4.7375869574423345e-05
GBP5,0.8464443045940844,1,8.621757323864252e-10,4.977469476075982e-05
RPL31,0.032095657646318436,0,5.596807033838875e-09,5.126094819900247e-05
B3GNT5,0.893643801132788,0,6.416723580954604e-10,5.348466300133926e-05
RPS12,0.0006293266205160479,0,6.297311043437129e-09,5.5860817099314524e-05
RANBP9,0.7325361862806796,0,1.7523812312049697e-09,5.80820986532949e-05
TNFSF10,0.2712397734424166,1,6.434930166733834e-09,7.827767467162664e-05
NMT2,0.776589049716803,0,2.0995732741631325e-09,8.33115702335207e-05
LINC01684,0.9490245437382001,0,4.978963011139664e-10,8.6587762681449e-05
TMEM173,0.4052863436123348,0,6.493349318988304e-09,9.679202939861267e-05
MT1E,0.5689112649465072,1,5.030623240159897e-09,0.00010345080118710042
DDIT4,0.7023285084959093,1,3.4789434476268708e-09,0.00010360694437810612
GSTK1,0.05601006922592826,0,1.1714661828962746e-08,0.00011001227208917086
GALT,0.6255506607929515,0,5.4723131262212315e-09,0.00012955572566019914
PRKCB,0.43360604153555693,0,8.536328042875866e-09,0.00013360761881227803
CAMK4,0.22278162366268092,0,1.2807815974385507e-08,0.00014608672680643063
FCER1G,0.8672120830711139,1,2.2574576877387294e-09,0.0001507092125898876
SERPINB9,0.6098174952800504,0,6.714559565379419e-09,0.00015255571386987694
GLB1,0.5984896161107615,0,7.041448881369208e-09,0.00015546906590231053
SEPTIN11,0.7306482064191315,0,4.8743818594324154e-09,0.00016042735268029633
CD99,0.051604782882315924,0,1.7340984467074658e-08,0.00016209257968193772
PLAAT3,0.7312775330396476,0,5.084004584596803e-09,0.0001677183941940377
PARVG,0.7910635619886721,0,4.9822351839429404e-09,0.00021139211200326647
RPL39,0.0018879798615481435,0,2.6463530013669143e-08,0.00023504294992723844
RPS24,0.0006293266205160479,0,2.7468697596312898e-08,0.00024366334802266857
OR3A2,0.9251101321585903,1,2.370181791150685e-09,0.00028056748107829614
RBPJ,0.3996224040276904,1,1.916058126042298e-08,0.00028291953932518804
AL138828.1,0.6003775959723097,1,1.296398734727782e-08,0.00028758584772853356
RPL6,0.0062932662051604785,0,3.248034889993535e-08,0.00028976184140196696
SNTB1,0.7602265575833858,0,8.526097552601915e-09,0.00031523030258074426
FAM120A,0.5645059786028949,0,1.6573719777715483e-08,0.0003373778252066365
ZFPM1,0.8521082441787288,0,5.677973869936295e-09,0.00034035188829467905
RAB27B,0.8823159219634991,1,4.718376195182258e-09,0.0003554296015924703
HAVCR2,0.736941472624292,1,1.0648692158606525e-08,0.00035885799608092924
MT-CYB,0.0025173064820641915,1,4.1050865157655954e-08,0.0003648343194197749
MED23,0.7193203272498426,0,1.1607314081827813e-08,0.00036660595449317546
RGS2,0.789175582127124,0,1.0313599321230831e-08,0.00043367869293889046
CYBA,0.003775959723096287,0,5.885511481532513e-08,0.0005237281693110267
DBNL,0.38892385147891756,0,3.803229435145963e-08,0.0005517418577728329
OCIAD2,0.26620516047828824,0,4.9785637509224416e-08,0.0006014619519632308
ACVR2A,0.8829452485840151,0,8.575695029291424e-09,0.0006494698892187539
PAX8-AS1,0.9043423536815607,0,7.146096675676832e-09,0.0006622591028320494
GAB2,0.5034612964128382,1,4.500785980167062e-08,0.0008035520177165224
CCR2,0.8338577721837633,1,1.567529907862492e-08,0.0008364010050816807
TNFRSF18,0.7583385777218377,1,2.6402045198900116e-08,0.0009685208689156993
TRPC4AP,0.6135934550031467,0,4.471083967172903e-08,0.0010257631471876482
GLIPR1,0.5626179987413468,0,5.1592000999604455e-08,0.0010456833787063499
LEF1,0.7967275015733165,1,2.5098020673817334e-08,0.0010945600363820981
RPLP0,0.005663939584644431,1,1.2429286392892268e-07,0.0011081326350264624
DZIP3,0.89490245437382,0,1.7861194370874517e-08,0.0015065954885473548
ZEB1,0.29263687853996223,0,1.4289541923427292e-07,0.00179083112065151
HSBP1L1,0.8993077407174324,0,2.050365159197032e-08,0.0018051523787219754
NDFIP1,0.45877910635619884,0,1.1092660135972102e-07,0.0018169371001798714
BEX4,0.8237885462555066,0,3.928375976479432e-08,0.0019763217595370666
RASGRF2,0.8149779735682819,1,4.2883403471100105e-08,0.0020546816998115633
CLDND1,0.28760226557583385,0,1.7379673839148357e-07,0.002162707728269044
SERPINB1,0.20578980490874765,1,2.0458444481530163e-07,0.0022835782195911843
CD59,0.4921334172435494,1,1.7005488298469882e-07,0.0029683711999265367
IL3RA,0.9244808055380742,0,2.8445183006693013e-08,0.0033391053645502977
TBL1X,0.5519194461925739,0,1.812002950600742e-07,0.0035849371325271193
USP28,0.7551919446192574,0,1.0373967848587361e-07,0.0037566257709410835
PIN4,0.6551290119572057,0,1.6426613861495378e-07,0.004222504557677859
REEP3,0.7186910006293267,0,1.5542542691565473e-07,0.0048979819795659215
PHLDA1,0.8577721837633732,1,8.140396896855271e-08,0.005073875167327358
LINC01943,0.7067337948395217,1,1.862212422040824e-07,0.005629190418431703
PLCL1,0.7690371302706105,1,1.5982841696060074e-07,0.006134661030215935
ARL6IP5,0.06796727501573317,0,6.664857859105645e-07,0.006339258626564739
AC119396.1,0.7268722466960352,0,1.9588150212540699e-07,0.0063577922614447314
PIK3IP1,0.7627438640654499,0,1.7200498046631212e-07,0.006426911345527846
RETREG1,0.9427312775330396,0,4.154625695356545e-08,0.006431216762445554
ARHGEF12,0.8231592196349906,1,1.340801154211927e-07,0.006721414714159788
RPL11,0.0012586532410320957,0,7.854231925737672e-07,0.0069715513678906636
GPR183,0.6544996853366898,0,2.873387060567203e-07,0.00737266370270929
SOX4,0.8344870988042794,1,1.4095271609576981e-07,0.007549537342176121
MT-ND1,0.05223410950283197,1,9.240685129013729e-07,0.008643344784832335
CMTM7,0.6412838263058528,0,3.708528434687755e-07,0.009164935117070623
HSPA8,0.033983637507866586,0,1.0533384778592718e-06,0.009666343106376199
TTC28,0.8678414096916299,1,1.4506048482499719e-07,0.009730439731333572
KLF13,0.38074260541220895,0,7.093834088130446e-07,0.010155201979160386
FYB1,0.28382630585273755,0,8.309931136911855e-07,0.010286267162666238
NSMCE1,0.302706104468219,0,8.250741937785569e-07,0.010489526403022325
TOP1,0.3222152297042165,0,8.278850846930578e-07,0.010828218038303144
AKT3,0.7482693517935809,0,3.389075770163897e-07,0.011935041250069299
S100A10,0.10195091252359975,1,1.4012317650474448e-06,0.013832116496050706
SYTL2,0.500943989930774,0,8.035382377615952e-07,0.014273681378505857
COTL1,0.17117684078036502,1,1.341286794905262e-06,0.014346253847479916
CD3E,0.0031466331025802393,0,1.6136530289561788e-06,0.014350188881057942
ANK3,0.880427942101951,1,1.9810366055426106e-07,0.014687285488645743
PRKCA,0.5298930144745123,1,8.000478030431736e-07,0.01508682915241047
DNM1L,0.6834487098804279,0,5.417525173118979e-07,0.015171746936036363
JAKMIP2,0.9370673379483953,0,1.1529473736373602e-07,0.01624097588453208
KLHL42,0.7828823159219634,1,4.228936504406872e-07,0.01726691322761734
ATP5MC2,0.012586532410320957,0,2.0426872206594983e-06,0.01833924977279268
RPL22,0.032095657646318436,0,2.095061074743679e-06,0.01918858673827094
YWHAB,0.0988042794210195,0,1.9870800361277893e-06,0.01954676894044243
TSC22D3,0.5877910635619886,0,9.359514794563641e-07,0.020128651108534165
PMS1,0.8395217117684078,0,3.6892631141495146e-07,0.020379901771968797
JAML,0.5632473253618628,1,1.0326121544130204e-06,0.020959474962473624
ZEB2,0.8955317809943361,0,2.708414681411672e-07,0.022983158303304396
PYHIN1,0.49276274386406543,0,1.3239199371415546e-06,0.02313818652077599
YPEL1,0.9370673379483953,0,1.672231400353582e-07,0.02355586253760974
EPSTI1,0.618628067967275,1,1.0552436260119935e-06,0.02452916420654052
INPP4B,0.4524858401510384,1,1.5514505394346667e-06,0.02512009741607855
ARHGEF3,0.7797356828193832,0,6.602406612119015e-07,0.026572771915861517
NCR3,0.7847702957835117,1,6.466853744919023e-07,0.026636034583332063
LAT,0.13089993706733793,0,2.645348188102967e-06,0.0269830974449599
CLIC1,0.00881057268722467,0,3.213801534574297e-06,0.0287435981649256
PHACTR2,0.5154185022026432,0,1.6026458634752754e-06,0.029319021969034437
MMP25,0.8760226557583386,1,4.275065721194181e-07,0.030568857439398994
CORO1B,0.3838892385147892,0,2.191110281255801e-06,0.031527111450720756
HYI,0.8193832599118943,0,6.952953686952841e-07,0.03412636857733656
NFAT5,0.49590937696664567,1,1.9445046071698225e-06,0.034196298353718596
ERN1,0.28382630585273755,0,2.762879253724741e-06,0.034199698738492754
RPL18,0.0018879798615481435,0,3.851236938820291e-06,0.03420579531534548
HLA-B,0.0,0,3.932369540452823e-06,0.03486045597611427
DENND2D,0.512901195720579,0,1.9381432515973658e-06,0.035273418399841765
RPS13,0.0025173064820641915,0,4.224365931044122e-06,0.0375435125060972
SCML4,0.8231592196349906,0,7.656293272115193e-07,0.03838087556343474
SIT1,0.16677155443675268,0,3.911610726845776e-06,0.04161695304346837
THEM4,0.6828193832599119,0,1.524384380475789e-06,0.0426055906940605
CDKN1B,0.5594713656387665,0,2.157310803138141e-06,0.04341275181249053
PIM2,0.5059786028949025,1,2.5264380654015863e-06,0.04533583683020187
MBOAT7,0.5223410950283197,0,2.491351905447652e-06,0.046237669625572825
RPS3,0.0012586532410320957,0,5.245200100981725e-06,0.0465572983897149
JUND,0.18250471994965387,0,4.3101672293466705e-06,0.046739881465499185
RPS9,0.0062932662051604785,0,5.3805950559331e-06,0.048001058610814294
RPL10,0.0006293266205160479,0,5.519206233390036e-06,0.04895857419304486
EIF2S3,0.3908118313404657,0,3.781101373833333e-06,0.05502316920039529
ACP5,0.7079924480805538,1,1.8527282464744111e-06,0.05624661347637521
MRPL35,0.7117684078036501,0,1.8554536633124834e-06,0.05706729300534138
CLIC3,0.7193203272498426,1,1.8417826603919506e-06,0.058170950266527584
TESC,0.81686595342983,1,1.2264695888202648e-06,0.059369915690284616
PARP8,0.4808055380742605,0,3.5023119600582035e-06,0.0598003210796127
GIMAP4,0.33794839521711767,0,4.480477241163621e-06,0.05999446335598167
PPP1R15A,0.4524858401510384,0,3.853543521165697e-06,0.06239411839971007
RPL35A,0.0025173064820641915,0,7.032912247920709e-06,0.06250410907675163
RPL36,0.0025173064820641915,0,7.082911197195789e-06,0.06294846835055554
RAB3GAP1,0.8584015103838892,0,1.022847716732322e-06,0.06403701786237379
TMEM123,0.2422907488986784,0,5.489739843110743e-06,0.06422851989525069
SELL,0.473253618628068,1,3.877068615517072e-06,0.06525002257640622
MT-ATP6,0.09062303335431089,0,6.78523598491394e-06,0.066145415171592
RPS8,0.0018879798615481435,0,7.450003527872977e-06,0.06616920740563037
PYCARD,0.2039018250471995,0,5.949163437944304e-06,0.06624727393766867
RPL10A,0.016362492133417242,1,7.463378564905064e-06,0.06726344862690768
RPL8,0.0025173064820641915,0,7.56936572456953e-06,0.06727177081303648
PSMB4,0.3448709880427942,0,5.0970054038148735e-06,0.06897107604779747
RPL7,0.03775959723096287,0,7.5723661669673955e-06,0.06976325861706587
GAPDH,0.0006293266205160479,1,8.138144561821836e-06,0.07219008268131918
H3F3A,0.015103838892385148,0,8.285566968894455e-06,0.07457796474365956
LSP1,0.016991818753933293,0,8.844353689915426e-06,0.0797604709268171
RPL4,0.03775959723096287,0,8.742893100267904e-06,0.08054717626783997
LRRN3,0.5972309628697294,1,3.7524411355981697e-06,0.08259172776560404
LIMA1,0.47010698552548774,1,5.262566008024679e-06,0.08804163555053388
FUT8,0.2668344870988043,0,7.552234088102677e-06,0.09131710918330219
ALKBH7,0.4505978602894902,0,6.161322985497427e-06,0.09941739268655753
DOCK5,0.9427312775330396,0,6.451335884133304e-07,0.09986444633165442
TMEM14C,0.6255506607929515,0,4.467089123312052e-06,0.1057572839146191
ATXN1,0.2932662051604783,0,8.494945108997315e-06,0.10655736140134821
TIAM1,0.9150409062303335,1,1.0886584595276338e-06,0.11359534118710457
FDFT1,0.4386406544996853,0,7.63395409296013e-06,0.12055558275916084
TOX,0.6658275645059786,0,4.603172866106156e-06,0.12211398405049222
GATA3,0.26494650723725616,0,1.0650273915017006e-05,0.1284459963611116
FTL,0.0,1,1.4537346829572904e-05,0.1288735796441638
PTPRM,0.9477658904971681,0,8.657737087184748e-07,0.14693624531635155
ZC3H7A,0.7180616740088106,0,4.721471339943353e-06,0.14845744466080793
AL606807.1,0.8860918816865954,1,1.9339430115780484e-06,0.15051082443894478
RPL5,0.010698552548772814,0,1.719499519313558e-05,0.1540820876992217
RPL3,0.0006293266205160479,0,1.8545272544546765e-05,0.1645073699746032
SAMSN1,0.4858401510383889,0,9.55032675667833e-06,0.16466405704167436
REL,0.631843926998112,0,7.038174922200756e-06,0.16947546234009764
RPS29,0.005663939584644431,0,1.9086378559715052e-05,0.17016454764920738
FAAH2,0.9288860918816866,1,1.4317323087639997e-06,0.17847854594176502
RAP1A,0.22655758338577722,0,1.5858763439970956e-05,0.18176910766126872
RPS25,0.005663939584644431,0,2.1217911601917495e-05,0.18916822374160555
ACTR3,0.10509754562617998,0,1.9875318184842916e-05,0.19688704042265612
RPS6,0.0025173064820641915,1,2.2403436926103203e-05,0.19910768341198667
EEF2,0.01825047199496539,0,2.243311548012551e-05,0.20256650302183066
SATB1-AS1,0.7608558842039018,0,5.535230737912154e-06,0.20518932831878547
PPP3CA,0.5871617369414727,0,9.624710046799468e-06,0.20667428918230185
LINC00649,0.8691000629326621,0,3.071540475683408e-06,0.20801542710388077
ITGAL,0.29955947136563876,0,1.672616863676952e-05,0.2116917552644423
MZB1,0.7262429200755192,1,6.717073526983679e-06,0.21751713903851191
RPL21,0.02643171806167401,0,2.614449738491002e-05,0.2380633938235774
RPL37A,0.009439899307740718,0,2.6880348191650978e-05,0.2405651979647196
CYTIP,0.30459408432976715,0,1.9159163790776315e-05,0.2442400663812794
RALGDS,0.8558842039018251,0,3.9713156922937e-06,0.2442876809159818
EEF1B2,0.062303335431088736,1,2.644689303890701e-05,0.25002937052964297
FAM50B,0.8370044052863436,0,4.919282217846506e-06,0.26754978831066223
OST4,0.03650094398993078,0,3.0402531963901136e-05,0.279728811542465
PPDPF,0.06293266205160478,0,3.0137853272301634e-05,0.2851151229365197
PBX4,0.8615481434864695,0,4.53946785717565e-06,0.2906597539913042
FHL3,0.9150409062303335,0,2.8051862581332906e-06,0.292705289980746
STT3B,0.4487098804279421,0,1.846100003773771e-05,0.2968614156582097
ARGLU1,0.329137822529893,0,2.2637572808629556e-05,0.2991405532881502
PDE4D,0.3958464443045941,0,2.0915263978971263e-05,0.3068984919904365
ITPR2,0.631843926998112,0,1.311856819701273e-05,0.3158880583396527
DDHD1,0.5689112649465072,0,1.6077565158760067e-05,0.3306224532049581
ETNK1,0.5663939584644431,0,1.644478086684306e-05,0.3362106807098284
S100P,0.8445563247325362,1,5.963412553872455e-06,0.3400952287001458
AKAP13,0.33857772183763374,0,2.5547153477467915e-05,0.3424068451503803
CCDC18-AS1,0.7300188797986155,0,1.0936076215427668e-05,0.359092945378738
LINC01876,0.9477658904971681,1,2.1244396322483756e-06,0.3605528555791842
CDCA7,0.7853996224040277,1,8.75906338292758e-06,0.3618311289080899
MT-ND4,0.10887350534927627,0,3.6867240470172594e-05,0.3667583544311294
CNIH1,0.48206419131529266,0,2.3275157465237697e-05,0.39837807594982855
